ENSEMBL	GO_ID	Level	Category	GENE_ID	EVIDENCE	SYMBOL
ENSG00000157764	GO:0002429	3,5,6	immune response-activating cell surface receptor signaling pathway	673	IEA	BRAF
ENSG00000157764	GO:0002520	1	immune system development	673	IEA	BRAF
ENSG00000157764	GO:0002682	1	regulation of immune system process	673	IEA	BRAF
ENSG00000157764	GO:0002684	1,2	positive regulation of immune system process	673	IEA	BRAF
ENSG00000157764	GO:0002694	2	regulation of leukocyte activation	673	IEA	BRAF
ENSG00000157764	GO:0002757	2,4,5	immune response-activating signaling pathway	673	IEA	BRAF
ENSG00000157764	GO:0002764	3	immune response-regulating signaling pathway	673	IEA	BRAF
ENSG00000157764	GO:0002768	4	immune response-regulating cell surface receptor signaling pathway	673	IEA	BRAF
ENSG00000157764	GO:0006955	1	immune response	673	IEA	BRAF
ENSG00000157764	GO:0030098	3	lymphocyte differentiation	673	IEA	BRAF
ENSG00000157764	GO:0030217	4	T cell differentiation	673	IEA	BRAF
ENSG00000157764	GO:0033077	5	T cell differentiation in thymus	673	IEA	BRAF
ENSG00000157764	GO:0035710	5	CD4-positive, alpha-beta T cell activation	673	IEA	BRAF
ENSG00000157764	GO:0042110	3	T cell activation	673	IEA	BRAF
ENSG00000157764	GO:0043367	6	CD4-positive, alpha-beta T cell differentiation	673	IEA	BRAF
ENSG00000157764	GO:0043368	2,6	positive T cell selection	673	IEA	BRAF
ENSG00000157764	GO:0043369	3,6,7	CD4-positive or CD8-positive, alpha-beta T cell lineage commitment	673	IEA	BRAF
ENSG00000157764	GO:0045058	1,5	T cell selection	673	IEA	BRAF
ENSG00000157764	GO:0045321	1	leukocyte activation	673	IEA	BRAF
ENSG00000157764	GO:0045580	5	regulation of T cell differentiation	673	IEA	BRAF
ENSG00000157764	GO:0045619	4	regulation of lymphocyte differentiation	673	IEA	BRAF
ENSG00000157764	GO:0046631	4	alpha-beta T cell activation	673	IEA	BRAF
ENSG00000157764	GO:0046632	5	alpha-beta T cell differentiation	673	IEA	BRAF
ENSG00000157764	GO:0046649	2	lymphocyte activation	673	IEA	BRAF
ENSG00000157764	GO:0048534	2	hematopoietic or lymphoid organ development	673	IEA	BRAF
ENSG00000157764	GO:0048538	3	thymus development	673	IEA	BRAF
ENSG00000157764	GO:0050776	2	regulation of immune response	673	IEA	BRAF
ENSG00000157764	GO:0050778	2,3	positive regulation of immune response	673	IEA	BRAF
ENSG00000157764	GO:0050851	4,6,7	antigen receptor-mediated signaling pathway	673	IEA	BRAF
ENSG00000157764	GO:0050852	5,7,8	T cell receptor signaling pathway	673	IEA	BRAF
ENSG00000157764	GO:0050863	4	regulation of T cell activation	673	IEA	BRAF
ENSG00000157764	GO:0051249	3	regulation of lymphocyte activation	673	IEA	BRAF
ENSG00000157764	GO:1902105	3	regulation of leukocyte differentiation	673	IEA	BRAF
ENSG00000157764	GO:1903706	2	regulation of hemopoiesis	673	IEA	BRAF
ENSG00000146648	NA	NA	NA	NA	NA	NA
ENSG00000139618	NA	NA	NA	NA	NA	NA
ENSG00000075624	GO:0002376	0	immune system process	60	NAS	ACTB
ENSG00000075624	GO:0002682	1	regulation of immune system process	60	NAS	ACTB
ENSG00000075624	GO:0002684	1,2	positive regulation of immune system process	60	NAS	ACTB
ENSG00000075624	GO:0002694	2	regulation of leukocyte activation	60	NAS	ACTB
ENSG00000075624	GO:0002696	2,3	positive regulation of leukocyte activation	60	NAS	ACTB
ENSG00000075624	GO:0030098	3	lymphocyte differentiation	60	NAS	ACTB
ENSG00000075624	GO:0030217	4	T cell differentiation	60	NAS	ACTB
ENSG00000075624	GO:0042110	3	T cell activation	60	NAS	ACTB
ENSG00000075624	GO:0045321	1	leukocyte activation	60	NAS	ACTB
ENSG00000075624	GO:0045580	5	regulation of T cell differentiation	60	NAS	ACTB
ENSG00000075624	GO:0045582	5,6	positive regulation of T cell differentiation	60	NAS	ACTB
ENSG00000075624	GO:0045619	4	regulation of lymphocyte differentiation	60	NAS	ACTB
ENSG00000075624	GO:0045621	4,5	positive regulation of lymphocyte differentiation	60	NAS	ACTB
ENSG00000075624	GO:0046649	2	lymphocyte activation	60	NAS	ACTB
ENSG00000075624	GO:0050863	4	regulation of T cell activation	60	NAS	ACTB
ENSG00000075624	GO:0050870	4,5	positive regulation of T cell activation	60	NAS	ACTB
ENSG00000075624	GO:0051249	3	regulation of lymphocyte activation	60	NAS	ACTB
ENSG00000075624	GO:0051251	3,4	positive regulation of lymphocyte activation	60	NAS	ACTB
ENSG00000075624	GO:1902105	3	regulation of leukocyte differentiation	60	NAS	ACTB
ENSG00000075624	GO:1902107	3,4	positive regulation of leukocyte differentiation	60	NAS	ACTB
ENSG00000075624	GO:1903706	2	regulation of hemopoiesis	60	NAS	ACTB
ENSG00000075624	GO:1903708	2,3	positive regulation of hemopoiesis	60	NAS	ACTB
ENSG00000136997	GO:0001866	6	NK T cell proliferation	4609	IEA	MYC
ENSG00000136997	GO:0002376	0	immune system process	4609	IEA	MYC
ENSG00000136997	GO:0002376	0	immune system process	4609	IMP	MYC
ENSG00000136997	GO:0002682	1	regulation of immune system process	4609	IMP	MYC
ENSG00000136997	GO:0002683	1,2	negative regulation of immune system process	4609	IMP	MYC
ENSG00000136997	GO:0002761	4	regulation of myeloid leukocyte differentiation	4609	IMP	MYC
ENSG00000136997	GO:0002762	4,5	negative regulation of myeloid leukocyte differentiation	4609	IMP	MYC
ENSG00000136997	GO:0042098	4	T cell proliferation	4609	IEA	MYC
ENSG00000136997	GO:0042110	3	T cell activation	4609	IEA	MYC
ENSG00000136997	GO:0045321	1	leukocyte activation	4609	IEA	MYC
ENSG00000136997	GO:0045637	3	regulation of myeloid cell differentiation	4609	IMP	MYC
ENSG00000136997	GO:0045638	4	negative regulation of myeloid cell differentiation	4609	IMP	MYC
ENSG00000136997	GO:0045655	5	regulation of monocyte differentiation	4609	IMP	MYC
ENSG00000136997	GO:0045656	5,6	negative regulation of monocyte differentiation	4609	IMP	MYC
ENSG00000136997	GO:0046631	4	alpha-beta T cell activation	4609	IEA	MYC
ENSG00000136997	GO:0046633	5	alpha-beta T cell proliferation	4609	IEA	MYC
ENSG00000136997	GO:0046649	2	lymphocyte activation	4609	IEA	MYC
ENSG00000136997	GO:0046651	3	lymphocyte proliferation	4609	IEA	MYC
ENSG00000136997	GO:0051132	5	NK T cell activation	4609	IEA	MYC
ENSG00000136997	GO:1902105	3	regulation of leukocyte differentiation	4609	IMP	MYC
ENSG00000136997	GO:1902106	3,4	negative regulation of leukocyte differentiation	4609	IMP	MYC
ENSG00000136997	GO:1903706	2	regulation of hemopoiesis	4609	IMP	MYC
ENSG00000136997	GO:1903707	2,3	negative regulation of hemopoiesis	4609	IMP	MYC
