ENSEMBL	GO_ID	Level	Category	GENE_ID	EVIDENCE	SYMBOL
ENSMUSG00000059552	GO:0042113	3	B cell activation	22059	IMP	Trp53
ENSMUSG00000059552	GO:0045087	2	innate immune response	22059	IMP	Trp53
ENSMUSG00000059552	GO:0045321	1	leukocyte activation	22059	IGI	Trp53
ENSMUSG00000059552	GO:0045321	1	leukocyte activation	22059	IMP	Trp53
ENSMUSG00000059552	GO:0046649	2	lymphocyte activation	22059	IGI	Trp53
ENSMUSG00000059552	GO:0046649	2	lymphocyte activation	22059	IMP	Trp53
ENSMUSG00000059552	GO:0046651	3	lymphocyte proliferation	22059	IGI	Trp53
ENSMUSG00000059552	GO:0048534	2	hematopoietic or lymphoid organ development	22059	IEA	Trp53
ENSMUSG00000059552	GO:0048539	3	bone marrow development	22059	IEA	Trp53
ENSMUSG00000059552	GO:0060333	5	type II interferon-mediated signaling pathway	22059	IMP	Trp53
ENSMUSG00000059552	GO:0071346	4	cellular response to type II interferon	22059	IMP	Trp53
ENSMUSG00000017146	NA	NA	NA	NA	NA	NA
ENSMUSG00000002413	GO:0002253	1,3,4	activation of immune response	109880	IDA	Braf
ENSMUSG00000002413	GO:0002360	5	T cell lineage commitment	109880	IMP	Braf
ENSMUSG00000002413	GO:0002376	0	immune system process	109880	IDA	Braf
ENSMUSG00000002413	GO:0002376	0	immune system process	109880	IGI	Braf
ENSMUSG00000002413	GO:0002376	0	immune system process	109880	IMP	Braf
ENSMUSG00000002413	GO:0002429	3,5,6	immune response-activating cell surface receptor signaling pathway	109880	IDA	Braf
ENSMUSG00000002413	GO:0002520	1	immune system development	109880	IGI	Braf
ENSMUSG00000002413	GO:0002682	1	regulation of immune system process	109880	IDA	Braf
ENSMUSG00000002413	GO:0002682	1	regulation of immune system process	109880	IMP	Braf
ENSMUSG00000002413	GO:0002684	1,2	positive regulation of immune system process	109880	IDA	Braf
ENSMUSG00000002413	GO:0002694	2	regulation of leukocyte activation	109880	IMP	Braf
ENSMUSG00000002413	GO:0002757	2,4,5	immune response-activating signaling pathway	109880	IDA	Braf
ENSMUSG00000002413	GO:0002764	3	immune response-regulating signaling pathway	109880	IDA	Braf
ENSMUSG00000002413	GO:0002768	4	immune response-regulating cell surface receptor signaling pathway	109880	IDA	Braf
ENSMUSG00000002413	GO:0006955	1	immune response	109880	IDA	Braf
ENSMUSG00000002413	GO:0030098	3	lymphocyte differentiation	109880	IMP	Braf
ENSMUSG00000002413	GO:0030217	4	T cell differentiation	109880	IMP	Braf
ENSMUSG00000002413	GO:0033077	5	T cell differentiation in thymus	109880	IMP	Braf
ENSMUSG00000002413	GO:0035710	5	CD4-positive, alpha-beta T cell activation	109880	IMP	Braf
ENSMUSG00000002413	GO:0042110	3	T cell activation	109880	IMP	Braf
ENSMUSG00000002413	GO:0043367	6	CD4-positive, alpha-beta T cell differentiation	109880	IMP	Braf
ENSMUSG00000002413	GO:0043368	2,6	positive T cell selection	109880	IMP	Braf
ENSMUSG00000002413	GO:0043369	3,6,7	CD4-positive or CD8-positive, alpha-beta T cell lineage commitment	109880	IMP	Braf
ENSMUSG00000002413	GO:0045058	1,5	T cell selection	109880	IMP	Braf
ENSMUSG00000002413	GO:0045321	1	leukocyte activation	109880	IMP	Braf
ENSMUSG00000002413	GO:0045580	5	regulation of T cell differentiation	109880	IMP	Braf
ENSMUSG00000002413	GO:0045619	4	regulation of lymphocyte differentiation	109880	IMP	Braf
ENSMUSG00000002413	GO:0046631	4	alpha-beta T cell activation	109880	IMP	Braf
ENSMUSG00000002413	GO:0046632	5	alpha-beta T cell differentiation	109880	IMP	Braf
ENSMUSG00000002413	GO:0046649	2	lymphocyte activation	109880	IMP	Braf
ENSMUSG00000002413	GO:0048534	2	hematopoietic or lymphoid organ development	109880	IGI	Braf
ENSMUSG00000002413	GO:0048538	3	thymus development	109880	IGI	Braf
ENSMUSG00000002413	GO:0050776	2	regulation of immune response	109880	IDA	Braf
ENSMUSG00000002413	GO:0050778	2,3	positive regulation of immune response	109880	IDA	Braf
ENSMUSG00000002413	GO:0050851	4,6,7	antigen receptor-mediated signaling pathway	109880	IDA	Braf
ENSMUSG00000002413	GO:0050852	5,7,8	T cell receptor signaling pathway	109880	IDA	Braf
ENSMUSG00000002413	GO:0050863	4	regulation of T cell activation	109880	IMP	Braf
ENSMUSG00000002413	GO:0051249	3	regulation of lymphocyte activation	109880	IMP	Braf
ENSMUSG00000002413	GO:1902105	3	regulation of leukocyte differentiation	109880	IMP	Braf
ENSMUSG00000002413	GO:1903706	2	regulation of hemopoiesis	109880	IMP	Braf
ENSMUSG00000020122	NA	NA	NA	NA	NA	NA
ENSMUSG00000041147	NA	NA	NA	NA	NA	NA
ENSMUSG00000078977	NA	NA	NA	NA	NA	NA
ENSMUSG00000022346	GO:0001866	6	NK T cell proliferation	17869	IMP	Myc
ENSMUSG00000022346	GO:0002376	0	immune system process	17869	IEA	Myc
ENSMUSG00000022346	GO:0002376	0	immune system process	17869	IMP	Myc
ENSMUSG00000022346	GO:0002376	0	immune system process	17869	ISS	Myc
ENSMUSG00000022346	GO:0002682	1	regulation of immune system process	17869	IEA	Myc
ENSMUSG00000022346	GO:0002682	1	regulation of immune system process	17869	ISS	Myc
ENSMUSG00000022346	GO:0002683	1,2	negative regulation of immune system process	17869	IEA	Myc
ENSMUSG00000022346	GO:0002683	1,2	negative regulation of immune system process	17869	ISS	Myc
ENSMUSG00000022346	GO:0002761	4	regulation of myeloid leukocyte differentiation	17869	IEA	Myc
ENSMUSG00000022346	GO:0002761	4	regulation of myeloid leukocyte differentiation	17869	ISS	Myc
ENSMUSG00000022346	GO:0002762	4,5	negative regulation of myeloid leukocyte differentiation	17869	IEA	Myc
ENSMUSG00000022346	GO:0002762	4,5	negative regulation of myeloid leukocyte differentiation	17869	ISS	Myc
ENSMUSG00000022346	GO:0042098	4	T cell proliferation	17869	IMP	Myc
ENSMUSG00000022346	GO:0042110	3	T cell activation	17869	IMP	Myc
ENSMUSG00000022346	GO:0045321	1	leukocyte activation	17869	IMP	Myc
ENSMUSG00000022346	GO:0045637	3	regulation of myeloid cell differentiation	17869	IEA	Myc
ENSMUSG00000022346	GO:0045637	3	regulation of myeloid cell differentiation	17869	ISS	Myc
ENSMUSG00000022346	GO:0045638	4	negative regulation of myeloid cell differentiation	17869	IEA	Myc
ENSMUSG00000022346	GO:0045638	4	negative regulation of myeloid cell differentiation	17869	ISS	Myc
ENSMUSG00000022346	GO:0045655	5	regulation of monocyte differentiation	17869	IEA	Myc
ENSMUSG00000022346	GO:0045655	5	regulation of monocyte differentiation	17869	ISS	Myc
ENSMUSG00000022346	GO:0045656	5,6	negative regulation of monocyte differentiation	17869	IEA	Myc
ENSMUSG00000022346	GO:0045656	5,6	negative regulation of monocyte differentiation	17869	ISS	Myc
ENSMUSG00000022346	GO:0046631	4	alpha-beta T cell activation	17869	IMP	Myc
ENSMUSG00000022346	GO:0046633	5	alpha-beta T cell proliferation	17869	IMP	Myc
ENSMUSG00000022346	GO:0046649	2	lymphocyte activation	17869	IMP	Myc
ENSMUSG00000022346	GO:0046651	3	lymphocyte proliferation	17869	IMP	Myc
ENSMUSG00000022346	GO:0051132	5	NK T cell activation	17869	IMP	Myc
ENSMUSG00000022346	GO:1902105	3	regulation of leukocyte differentiation	17869	IEA	Myc
ENSMUSG00000022346	GO:1902105	3	regulation of leukocyte differentiation	17869	ISS	Myc
ENSMUSG00000022346	GO:1902106	3,4	negative regulation of leukocyte differentiation	17869	IEA	Myc
ENSMUSG00000022346	GO:1902106	3,4	negative regulation of leukocyte differentiation	17869	ISS	Myc
ENSMUSG00000022346	GO:1903706	2	regulation of hemopoiesis	17869	IEA	Myc
ENSMUSG00000022346	GO:1903706	2	regulation of hemopoiesis	17869	ISS	Myc
ENSMUSG00000022346	GO:1903707	2,3	negative regulation of hemopoiesis	17869	IEA	Myc
ENSMUSG00000022346	GO:1903707	2,3	negative regulation of hemopoiesis	17869	ISS	Myc
